anio,trimestre,indicador,regimen,corte,categoria_origen,categoria_destino,valor,ee,n_obs
2021,3,TOSI2,enoen,entidad,Sinaloa,NA,26.54,1.012,4778
2021,4,TOSI2,enoen,entidad,Sinaloa,NA,26.65,0.987,4809
2022,1,TOSI2,enoen,entidad,Sinaloa,NA,25.85,0.98,4251
2022,2,TOSI2,enoen,entidad,Sinaloa,NA,26.34,0.997,4462
2022,3,TOSI2,enoen,entidad,Sinaloa,NA,25.66,0.998,4427
2022,4,TOSI2,enoen,entidad,Sinaloa,NA,24.87,1.152,4546
2023,1,TOSI2,enoe_2023,entidad,Sinaloa,NA,25.4,0.953,4957
2023,2,TOSI2,enoe_2023,entidad,Sinaloa,NA,27.67,0.927,5058
2023,3,TOSI2,enoe_2023,entidad,Sinaloa,NA,25.48,0.953,5178
2023,4,TOSI2,enoe_2023,entidad,Sinaloa,NA,27.42,1.173,5095
2024,1,TOSI2,enoe_2023,entidad,Sinaloa,NA,26.27,1.042,5001
2024,2,TOSI2,enoe_2023,entidad,Sinaloa,NA,27.11,1.096,5167
2024,3,TOSI2,enoe_2023,entidad,Sinaloa,NA,27.59,1.131,4285
2024,4,TOSI2,enoe_2023,entidad,Sinaloa,NA,24.53,1.192,4373
2025,1,TOSI2,enoe_2023,entidad,Sinaloa,NA,26.05,1.186,4549
2025,2,TOSI2,enoe_2023,entidad,Sinaloa,NA,25.09,1.051,4500
2025,3,TOSI2,enoe_2023,entidad,Sinaloa,NA,26.22,1.085,4583
2025,4,TOSI2,enoe_2023,entidad,Sinaloa,NA,26.42,0.929,4601
2026,1,TOSI2,enoe_2023,entidad,Sinaloa,NA,27.71,0.846,4602
2026,2,TOSI2,enoe_2023,entidad,Sinaloa,NA,30.25,1.185,4513
2005,1,TOSI2,tradicional,entidad,Sonora,NA,25.18,1.204,4137
2005,2,TOSI2,tradicional,entidad,Sonora,NA,26.54,1.165,4141
2005,3,TOSI2,tradicional,entidad,Sonora,NA,24.45,1.192,4135
2005,4,TOSI2,tradicional,entidad,Sonora,NA,24.59,0.982,4205
2006,1,TOSI2,tradicional,entidad,Sonora,NA,22.42,1.359,4272
2006,2,TOSI2,tradicional,entidad,Sonora,NA,23.4,1.25,4355
2006,3,TOSI2,tradicional,entidad,Sonora,NA,21.94,1.146,4228
2006,4,TOSI2,tradicional,entidad,Sonora,NA,20.85,0.895,4327
2007,1,TOSI2,tradicional,entidad,Sonora,NA,20.57,1.006,4313
2007,2,TOSI2,tradicional,entidad,Sonora,NA,22.79,1.005,4346
2007,3,TOSI2,tradicional,entidad,Sonora,NA,22.5,1.095,4408
2007,4,TOSI2,tradicional,entidad,Sonora,NA,24.21,1.03,4524
2008,1,TOSI2,tradicional,entidad,Sonora,NA,23.81,0.955,4453
2008,2,TOSI2,tradicional,entidad,Sonora,NA,25.22,1.082,4578
2008,3,TOSI2,tradicional,entidad,Sonora,NA,25.1,1.168,4360
2008,4,TOSI2,tradicional,entidad,Sonora,NA,24.28,0.999,4247
2009,1,TOSI2,tradicional,entidad,Sonora,NA,27.14,1.132,4190
2009,2,TOSI2,tradicional,entidad,Sonora,NA,28.16,1.234,4249
2009,3,TOSI2,tradicional,entidad,Sonora,NA,26.89,1.268,4140
2009,4,TOSI2,tradicional,entidad,Sonora,NA,29.47,1.43,4268
2010,1,TOSI2,tradicional,entidad,Sonora,NA,27.36,1.344,4274
2010,2,TOSI2,tradicional,entidad,Sonora,NA,27.79,1.262,4336
2010,3,TOSI2,tradicional,entidad,Sonora,NA,28.84,1.452,4230
2010,4,TOSI2,tradicional,entidad,Sonora,NA,22.47,1.147,4129
2011,1,TOSI2,tradicional,entidad,Sonora,NA,26.12,1.306,4189
2011,2,TOSI2,tradicional,entidad,Sonora,NA,25.67,1.137,4269
2011,3,TOSI2,tradicional,entidad,Sonora,NA,27.1,1.368,4416
2011,4,TOSI2,tradicional,entidad,Sonora,NA,27.15,1.181,4391
2012,1,TOSI2,tradicional,entidad,Sonora,NA,26.26,1.209,4411
2012,2,TOSI2,tradicional,entidad,Sonora,NA,26.36,1.094,4493
2012,3,TOSI2,tradicional,entidad,Sonora,NA,26.9,1.167,4492
2012,4,TOSI2,tradicional,entidad,Sonora,NA,22.53,0.966,4208
2013,1,TOSI2,tradicional,entidad,Sonora,NA,23.58,1.108,4243
2013,2,TOSI2,tradicional,entidad,Sonora,NA,25.34,1.161,4481
2013,3,TOSI2,tradicional,entidad,Sonora,NA,25.19,1.101,4422
2013,4,TOSI2,tradicional,entidad,Sonora,NA,27.18,1.076,4556
2014,1,TOSI2,tradicional,entidad,Sonora,NA,24.98,1.13,4560
2014,2,TOSI2,tradicional,entidad,Sonora,NA,23.83,1.092,4677
2014,3,TOSI2,tradicional,entidad,Sonora,NA,22.36,1.081,4492
2014,4,TOSI2,tradicional,entidad,Sonora,NA,23.69,1.027,4609
2015,1,TOSI2,tradicional,entidad,Sonora,NA,21.9,0.951,4551
2015,2,TOSI2,tradicional,entidad,Sonora,NA,24.65,0.969,4651
2015,3,TOSI2,tradicional,entidad,Sonora,NA,23.25,1.101,4560
2015,4,TOSI2,tradicional,entidad,Sonora,NA,25.42,1.08,4505
2016,1,TOSI2,tradicional,entidad,Sonora,NA,23.18,1.053,4465
2016,2,TOSI2,tradicional,entidad,Sonora,NA,23.73,1.064,4531
2016,3,TOSI2,tradicional,entidad,Sonora,NA,22.9,1.098,4394
2016,4,TOSI2,tradicional,entidad,Sonora,NA,22.6,0.966,4442
2017,1,TOSI2,tradicional,entidad,Sonora,NA,24.2,1.048,4495
2017,2,TOSI2,tradicional,entidad,Sonora,NA,22.79,0.977,4556
2017,3,TOSI2,tradicional,entidad,Sonora,NA,24.14,0.97,4417
2017,4,TOSI2,tradicional,entidad,Sonora,NA,22.42,0.886,4531
2018,1,TOSI2,tradicional,entidad,Sonora,NA,22.95,0.991,4373
2018,2,TOSI2,tradicional,entidad,Sonora,NA,23.02,0.9,4598
2018,3,TOSI2,tradicional,entidad,Sonora,NA,24,0.977,4478
2018,4,TOSI2,tradicional,entidad,Sonora,NA,22.33,1.013,4483
2019,1,TOSI2,tradicional,entidad,Sonora,NA,21.47,0.883,4366
2019,2,TOSI2,tradicional,entidad,Sonora,NA,21.49,0.841,4480
2019,3,TOSI2,tradicional,entidad,Sonora,NA,21.43,0.799,4450
2019,4,TOSI2,tradicional,entidad,Sonora,NA,20.34,0.848,4513
2020,1,TOSI2,tradicional,entidad,Sonora,NA,22.74,0.967,4454
2020,3,TOSI2,enoen,entidad,Sonora,NA,21.75,1.341,2646
2020,4,TOSI2,enoen,entidad,Sonora,NA,24.25,1.099,4211
2021,1,TOSI2,enoen,entidad,Sonora,NA,21.53,1.335,3604
2021,2,TOSI2,enoen,entidad,Sonora,NA,22.19,1.049,4242
2021,3,TOSI2,enoen,entidad,Sonora,NA,23.15,0.862,4932
2021,4,TOSI2,enoen,entidad,Sonora,NA,23.31,0.876,5197
2022,1,TOSI2,enoen,entidad,Sonora,NA,21.8,0.904,4382
2022,2,TOSI2,enoen,entidad,Sonora,NA,21.54,0.947,4372
2022,3,TOSI2,enoen,entidad,Sonora,NA,22.94,0.891,4299
2022,4,TOSI2,enoen,entidad,Sonora,NA,24.03,1.068,4345
2023,1,TOSI2,enoe_2023,entidad,Sonora,NA,22.07,0.913,4960
2023,2,TOSI2,enoe_2023,entidad,Sonora,NA,23.16,0.868,5002
2023,3,TOSI2,enoe_2023,entidad,Sonora,NA,23.26,0.9,4953
2023,4,TOSI2,enoe_2023,entidad,Sonora,NA,22.16,0.948,4919
2024,1,TOSI2,enoe_2023,entidad,Sonora,NA,22.53,0.906,4747
2024,2,TOSI2,enoe_2023,entidad,Sonora,NA,23.58,0.876,4846
2024,3,TOSI2,enoe_2023,entidad,Sonora,NA,21.1,0.837,4775
2024,4,TOSI2,enoe_2023,entidad,Sonora,NA,22.37,0.912,4775
2025,1,TOSI2,enoe_2023,entidad,Sonora,NA,21.01,1.191,4576
2025,2,TOSI2,enoe_2023,entidad,Sonora,NA,22.67,1.121,4707
2025,3,TOSI2,enoe_2023,entidad,Sonora,NA,23.93,0.989,4766
2025,4,TOSI2,enoe_2023,entidad,Sonora,NA,26.55,1.208,4556
2026,1,TOSI2,enoe_2023,entidad,Sonora,NA,23.54,1.192,4454
2026,2,TOSI2,enoe_2023,entidad,Sonora,NA,24.39,1.172,4612
2005,1,TOSI2,tradicional,entidad,Tabasco,NA,33.75,1.38,4138
2005,2,TOSI2,tradicional,entidad,Tabasco,NA,29.19,1.359,4138
2005,3,TOSI2,tradicional,entidad,Tabasco,NA,30.79,1.478,4431
2005,4,TOSI2,tradicional,entidad,Tabasco,NA,32.65,1.522,4501
2006,1,TOSI2,tradicional,entidad,Tabasco,NA,31.12,1.487,4512
2006,2,TOSI2,tradicional,entidad,Tabasco,NA,31.24,1.488,4462
2006,3,TOSI2,tradicional,entidad,Tabasco,NA,30.35,1.267,4496
2006,4,TOSI2,tradicional,entidad,Tabasco,NA,29.32,1.366,4466
2007,1,TOSI2,tradicional,entidad,Tabasco,NA,31.64,1.149,4569
2007,2,TOSI2,tradicional,entidad,Tabasco,NA,29.15,1.362,4499
2007,3,TOSI2,tradicional,entidad,Tabasco,NA,31.62,1.236,4440
2007,4,TOSI2,tradicional,entidad,Tabasco,NA,34.07,3.368,1660
2008,1,TOSI2,tradicional,entidad,Tabasco,NA,32.69,1.513,4556
2008,2,TOSI2,tradicional,entidad,Tabasco,NA,31.4,1.52,4530
2008,3,TOSI2,tradicional,entidad,Tabasco,NA,32.4,1.414,4498
2008,4,TOSI2,tradicional,entidad,Tabasco,NA,31.26,1.343,4288
2009,1,TOSI2,tradicional,entidad,Tabasco,NA,30.37,1.435,4371
2009,2,TOSI2,tradicional,entidad,Tabasco,NA,32.37,1.693,4290
2009,3,TOSI2,tradicional,entidad,Tabasco,NA,33.19,1.444,4286
2009,4,TOSI2,tradicional,entidad,Tabasco,NA,32.8,1.284,4377
2010,1,TOSI2,tradicional,entidad,Tabasco,NA,34.95,1.237,4452
2010,2,TOSI2,tradicional,entidad,Tabasco,NA,34.2,1.242,4419
2010,3,TOSI2,tradicional,entidad,Tabasco,NA,33.16,1.161,4270
2010,4,TOSI2,tradicional,entidad,Tabasco,NA,31.69,1.375,4239
2011,1,TOSI2,tradicional,entidad,Tabasco,NA,32.63,1.338,4446
2011,2,TOSI2,tradicional,entidad,Tabasco,NA,33.86,1.402,4485
2011,3,TOSI2,tradicional,entidad,Tabasco,NA,35.25,1.319,4372
2011,4,TOSI2,tradicional,entidad,Tabasco,NA,35.05,1.239,4589
2012,1,TOSI2,tradicional,entidad,Tabasco,NA,31.98,1.158,4348
2012,2,TOSI2,tradicional,entidad,Tabasco,NA,31.8,1.261,4437
2012,3,TOSI2,tradicional,entidad,Tabasco,NA,34.48,1.343,4560
2012,4,TOSI2,tradicional,entidad,Tabasco,NA,33.24,1.258,4387
2013,1,TOSI2,tradicional,entidad,Tabasco,NA,30.76,1.248,4377
2013,2,TOSI2,tradicional,entidad,Tabasco,NA,33.32,1.069,4532
2013,3,TOSI2,tradicional,entidad,Tabasco,NA,35.22,1.218,4568
2013,4,TOSI2,tradicional,entidad,Tabasco,NA,32.72,1.364,4655
2014,1,TOSI2,tradicional,entidad,Tabasco,NA,31.23,1.418,4631
2014,2,TOSI2,tradicional,entidad,Tabasco,NA,33.72,1.323,4706
2014,3,TOSI2,tradicional,entidad,Tabasco,NA,32.83,1.43,4658
2014,4,TOSI2,tradicional,entidad,Tabasco,NA,34.46,1.343,4605
2015,1,TOSI2,tradicional,entidad,Tabasco,NA,29.45,1.18,4512
2015,2,TOSI2,tradicional,entidad,Tabasco,NA,33.16,1.168,4645
2015,3,TOSI2,tradicional,entidad,Tabasco,NA,37.05,1.503,4604
2015,4,TOSI2,tradicional,entidad,Tabasco,NA,35.63,1.2,4578
2016,1,TOSI2,tradicional,entidad,Tabasco,NA,34.94,1.246,4529
2016,2,TOSI2,tradicional,entidad,Tabasco,NA,38.47,1.36,4694
2016,3,TOSI2,tradicional,entidad,Tabasco,NA,35.19,1.239,4499
2016,4,TOSI2,tradicional,entidad,Tabasco,NA,39.01,1.198,4461
2017,1,TOSI2,tradicional,entidad,Tabasco,NA,37.48,1.262,4359
2017,2,TOSI2,tradicional,entidad,Tabasco,NA,37.57,1.246,4259
2017,3,TOSI2,tradicional,entidad,Tabasco,NA,39.63,1.279,4142
2017,4,TOSI2,tradicional,entidad,Tabasco,NA,39.17,1.265,4135
2018,1,TOSI2,tradicional,entidad,Tabasco,NA,35.31,1.239,4051
2018,2,TOSI2,tradicional,entidad,Tabasco,NA,38.84,1.275,4173
2018,3,TOSI2,tradicional,entidad,Tabasco,NA,40.84,1.362,4156
2018,4,TOSI2,tradicional,entidad,Tabasco,NA,39.38,1.324,4211
2019,1,TOSI2,tradicional,entidad,Tabasco,NA,38.96,1.364,4126
2019,2,TOSI2,tradicional,entidad,Tabasco,NA,39.81,1.199,4387
2019,3,TOSI2,tradicional,entidad,Tabasco,NA,36.32,1.286,4335
2019,4,TOSI2,tradicional,entidad,Tabasco,NA,38.12,1.326,4366
2020,1,TOSI2,tradicional,entidad,Tabasco,NA,35.34,1.256,4391
2020,3,TOSI2,enoen,entidad,Tabasco,NA,37.89,1.89,3113
2020,4,TOSI2,enoen,entidad,Tabasco,NA,35.87,1.773,4084
2021,1,TOSI2,enoen,entidad,Tabasco,NA,37.92,1.679,4211
2021,2,TOSI2,enoen,entidad,Tabasco,NA,38.52,1.688,4305
2021,3,TOSI2,enoen,entidad,Tabasco,NA,36.11,1.383,4313
2021,4,TOSI2,enoen,entidad,Tabasco,NA,39,1.386,4480
2022,1,TOSI2,enoen,entidad,Tabasco,NA,38.02,1.482,4219
2022,2,TOSI2,enoen,entidad,Tabasco,NA,37.62,1.421,4365
2022,3,TOSI2,enoen,entidad,Tabasco,NA,39.13,1.421,4334
2022,4,TOSI2,enoen,entidad,Tabasco,NA,37.36,1.278,4488
2023,1,TOSI2,enoe_2023,entidad,Tabasco,NA,37.73,1.216,5133
2023,2,TOSI2,enoe_2023,entidad,Tabasco,NA,39.09,1.336,4699
2023,3,TOSI2,enoe_2023,entidad,Tabasco,NA,37.88,1.101,4901
2023,4,TOSI2,enoe_2023,entidad,Tabasco,NA,36.96,1.193,4957
2024,1,TOSI2,enoe_2023,entidad,Tabasco,NA,36.67,1.12,4791
2024,2,TOSI2,enoe_2023,entidad,Tabasco,NA,38.47,1.21,4795
2024,3,TOSI2,enoe_2023,entidad,Tabasco,NA,37.94,1.306,4762
2024,4,TOSI2,enoe_2023,entidad,Tabasco,NA,42.89,1.955,4804
2025,1,TOSI2,enoe_2023,entidad,Tabasco,NA,42.18,1.649,4654
2025,2,TOSI2,enoe_2023,entidad,Tabasco,NA,42.34,1.344,4742
2025,3,TOSI2,enoe_2023,entidad,Tabasco,NA,43.4,1.361,4682
2025,4,TOSI2,enoe_2023,entidad,Tabasco,NA,42.59,1.218,4639
2026,1,TOSI2,enoe_2023,entidad,Tabasco,NA,41.53,1.278,4664
2026,2,TOSI2,enoe_2023,entidad,Tabasco,NA,40.48,1.433,4673
2005,1,TOSI2,tradicional,entidad,Tamaulipas,NA,25.09,0.992,4483
2005,2,TOSI2,tradicional,entidad,Tamaulipas,NA,25.32,1.084,4493
2005,3,TOSI2,tradicional,entidad,Tamaulipas,NA,23.63,1.033,4469
2005,4,TOSI2,tradicional,entidad,Tamaulipas,NA,24.42,0.962,4648
2006,1,TOSI2,tradicional,entidad,Tamaulipas,NA,23.78,0.965,4687
2006,2,TOSI2,tradicional,entidad,Tamaulipas,NA,23.26,1.163,4739
2006,3,TOSI2,tradicional,entidad,Tamaulipas,NA,22.88,1.105,4708
2006,4,TOSI2,tradicional,entidad,Tamaulipas,NA,23.09,0.92,4786
2007,1,TOSI2,tradicional,entidad,Tamaulipas,NA,22.87,0.945,4705
2007,2,TOSI2,tradicional,entidad,Tamaulipas,NA,23.8,0.995,4830
2007,3,TOSI2,tradicional,entidad,Tamaulipas,NA,22.29,0.895,4679
2007,4,TOSI2,tradicional,entidad,Tamaulipas,NA,24.65,1.065,4681
2008,1,TOSI2,tradicional,entidad,Tamaulipas,NA,25.43,0.985,4784
2008,2,TOSI2,tradicional,entidad,Tamaulipas,NA,24.51,0.994,4813
2008,3,TOSI2,tradicional,entidad,Tamaulipas,NA,22.96,0.998,4601
2008,4,TOSI2,tradicional,entidad,Tamaulipas,NA,24.13,0.999,4542
2009,1,TOSI2,tradicional,entidad,Tamaulipas,NA,25.04,1.065,4461
2009,2,TOSI2,tradicional,entidad,Tamaulipas,NA,25.79,1.092,4494
2009,3,TOSI2,tradicional,entidad,Tamaulipas,NA,26.8,1.112,4376
2009,4,TOSI2,tradicional,entidad,Tamaulipas,NA,27.05,1.108,4432
2010,1,TOSI2,tradicional,entidad,Tamaulipas,NA,26.59,1.115,4367
2010,2,TOSI2,tradicional,entidad,Tamaulipas,NA,26.35,1.021,4362
2010,3,TOSI2,tradicional,entidad,Tamaulipas,NA,24.33,1.075,4266
2010,4,TOSI2,tradicional,entidad,Tamaulipas,NA,27.04,1.178,3972
2011,1,TOSI2,tradicional,entidad,Tamaulipas,NA,27.96,1.097,3968
2011,2,TOSI2,tradicional,entidad,Tamaulipas,NA,26.86,1.081,3991
2011,3,TOSI2,tradicional,entidad,Tamaulipas,NA,28.73,1.175,4031
2011,4,TOSI2,tradicional,entidad,Tamaulipas,NA,26.55,1.118,4304
2012,1,TOSI2,tradicional,entidad,Tamaulipas,NA,26.97,1.203,4145
2012,2,TOSI2,tradicional,entidad,Tamaulipas,NA,28.08,1.109,4384
2012,3,TOSI2,tradicional,entidad,Tamaulipas,NA,26.78,1.103,4273
2012,4,TOSI2,tradicional,entidad,Tamaulipas,NA,25.69,1.177,4017
2013,1,TOSI2,tradicional,entidad,Tamaulipas,NA,25.92,1.046,4042
2013,2,TOSI2,tradicional,entidad,Tamaulipas,NA,26.23,1.059,4177
2013,3,TOSI2,tradicional,entidad,Tamaulipas,NA,26.22,1.026,4198
2013,4,TOSI2,tradicional,entidad,Tamaulipas,NA,26.34,0.95,4472
2014,1,TOSI2,tradicional,entidad,Tamaulipas,NA,23.74,0.922,4439
2014,2,TOSI2,tradicional,entidad,Tamaulipas,NA,23.62,0.939,4437
2014,3,TOSI2,tradicional,entidad,Tamaulipas,NA,22.42,0.94,4363
2014,4,TOSI2,tradicional,entidad,Tamaulipas,NA,21.98,0.945,4468
2015,1,TOSI2,tradicional,entidad,Tamaulipas,NA,21.34,0.89,4532
2015,2,TOSI2,tradicional,entidad,Tamaulipas,NA,22.38,0.877,4703
2015,3,TOSI2,tradicional,entidad,Tamaulipas,NA,23.85,1.059,4533
2015,4,TOSI2,tradicional,entidad,Tamaulipas,NA,24.43,0.919,4637
2016,1,TOSI2,tradicional,entidad,Tamaulipas,NA,25.36,1.013,4602
2016,2,TOSI2,tradicional,entidad,Tamaulipas,NA,25.43,0.983,4472
2016,3,TOSI2,tradicional,entidad,Tamaulipas,NA,26.17,1.069,4379
2016,4,TOSI2,tradicional,entidad,Tamaulipas,NA,25.53,0.998,4411
2017,1,TOSI2,tradicional,entidad,Tamaulipas,NA,23.13,0.959,4361
2017,2,TOSI2,tradicional,entidad,Tamaulipas,NA,24.32,0.954,4502
2017,3,TOSI2,tradicional,entidad,Tamaulipas,NA,23.16,0.882,4253
2017,4,TOSI2,tradicional,entidad,Tamaulipas,NA,24.01,0.887,4344
2018,1,TOSI2,tradicional,entidad,Tamaulipas,NA,23.61,0.901,4369
2018,2,TOSI2,tradicional,entidad,Tamaulipas,NA,23.57,0.866,4544
2018,3,TOSI2,tradicional,entidad,Tamaulipas,NA,22.11,0.825,4509
2018,4,TOSI2,tradicional,entidad,Tamaulipas,NA,22.76,0.927,4542
2019,1,TOSI2,tradicional,entidad,Tamaulipas,NA,21.79,0.737,6766
2019,2,TOSI2,tradicional,entidad,Tamaulipas,NA,22.24,0.757,7025
2019,3,TOSI2,tradicional,entidad,Tamaulipas,NA,22.26,0.817,6902
2019,4,TOSI2,tradicional,entidad,Tamaulipas,NA,21.74,0.823,6831
2020,1,TOSI2,tradicional,entidad,Tamaulipas,NA,23.71,0.785,6852
2020,3,TOSI2,enoen,entidad,Tamaulipas,NA,23.73,1.001,3636
2020,4,TOSI2,enoen,entidad,Tamaulipas,NA,25.88,0.926,6501
2021,1,TOSI2,enoen,entidad,Tamaulipas,NA,24.68,0.904,6075
2021,2,TOSI2,enoen,entidad,Tamaulipas,NA,25.68,0.824,6800
2021,3,TOSI2,enoen,entidad,Tamaulipas,NA,25.4,0.77,7077
2021,4,TOSI2,enoen,entidad,Tamaulipas,NA,26.32,0.798,7253
2022,1,TOSI2,enoen,entidad,Tamaulipas,NA,24.28,0.893,6642
2022,2,TOSI2,enoen,entidad,Tamaulipas,NA,24.83,0.86,6740
2022,3,TOSI2,enoen,entidad,Tamaulipas,NA,25.82,0.935,6631
2022,4,TOSI2,enoen,entidad,Tamaulipas,NA,26.49,0.94,6750
2023,1,TOSI2,enoe_2023,entidad,Tamaulipas,NA,24.43,0.873,7195
2023,2,TOSI2,enoe_2023,entidad,Tamaulipas,NA,24.12,0.883,6981
2023,3,TOSI2,enoe_2023,entidad,Tamaulipas,NA,24.35,0.802,6912
2023,4,TOSI2,enoe_2023,entidad,Tamaulipas,NA,22.98,0.854,7010
2024,1,TOSI2,enoe_2023,entidad,Tamaulipas,NA,22.38,0.734,6697
2024,2,TOSI2,enoe_2023,entidad,Tamaulipas,NA,22.81,0.725,6868
2024,3,TOSI2,enoe_2023,entidad,Tamaulipas,NA,23.67,0.784,6813
2024,4,TOSI2,enoe_2023,entidad,Tamaulipas,NA,25.07,0.813,6638
2025,1,TOSI2,enoe_2023,entidad,Tamaulipas,NA,24.99,0.784,6473
2025,2,TOSI2,enoe_2023,entidad,Tamaulipas,NA,26,0.875,6797
2025,3,TOSI2,enoe_2023,entidad,Tamaulipas,NA,25.47,0.859,6672
2025,4,TOSI2,enoe_2023,entidad,Tamaulipas,NA,26.21,0.86,6633
2026,1,TOSI2,enoe_2023,entidad,Tamaulipas,NA,25.96,0.85,6704
2026,2,TOSI2,enoe_2023,entidad,Tamaulipas,NA,26.55,0.884,6719
2005,1,TOSI2,tradicional,entidad,Tlaxcala,NA,46.63,1.234,3863
2005,2,TOSI2,tradicional,entidad,Tlaxcala,NA,45.84,1.225,4023
2005,3,TOSI2,tradicional,entidad,Tlaxcala,NA,44.91,1.049,4085
2005,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.27,1.161,4201
2006,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.3,1.25,4057
2006,2,TOSI2,tradicional,entidad,Tlaxcala,NA,46.44,1.215,4152
2006,3,TOSI2,tradicional,entidad,Tlaxcala,NA,44,1.193,4237
2006,4,TOSI2,tradicional,entidad,Tlaxcala,NA,43.95,1.24,4236
2007,1,TOSI2,tradicional,entidad,Tlaxcala,NA,44.75,1.229,4215
2007,2,TOSI2,tradicional,entidad,Tlaxcala,NA,45.28,1.259,4214
2007,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.69,1.128,4199
2007,4,TOSI2,tradicional,entidad,Tlaxcala,NA,45.73,1.135,4101
2008,1,TOSI2,tradicional,entidad,Tlaxcala,NA,44.28,1.114,4075
2008,2,TOSI2,tradicional,entidad,Tlaxcala,NA,44.22,1.149,4189
2008,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.1,1.122,4112
2008,4,TOSI2,tradicional,entidad,Tlaxcala,NA,43.91,1.147,3871
2009,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.54,1.199,3898
2009,2,TOSI2,tradicional,entidad,Tlaxcala,NA,44.53,1.177,4006
2009,3,TOSI2,tradicional,entidad,Tlaxcala,NA,45.18,1.177,3863
2009,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.98,1.05,3952
2010,1,TOSI2,tradicional,entidad,Tlaxcala,NA,43.97,1.155,3902
2010,2,TOSI2,tradicional,entidad,Tlaxcala,NA,44.57,1.152,3971
2010,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.41,1.08,4010
2010,4,TOSI2,tradicional,entidad,Tlaxcala,NA,43.32,1.256,3820
2011,1,TOSI2,tradicional,entidad,Tlaxcala,NA,44.97,1.155,3881
2011,2,TOSI2,tradicional,entidad,Tlaxcala,NA,45.15,1.097,3938
2011,3,TOSI2,tradicional,entidad,Tlaxcala,NA,45.93,1.049,4031
2011,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.31,1.077,4088
2012,1,TOSI2,tradicional,entidad,Tlaxcala,NA,47.13,1.004,3970
2012,2,TOSI2,tradicional,entidad,Tlaxcala,NA,46.28,1.068,4004
2012,3,TOSI2,tradicional,entidad,Tlaxcala,NA,45.85,1.116,4069
2012,4,TOSI2,tradicional,entidad,Tlaxcala,NA,44.07,1.083,3853
2013,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.46,1.185,3965
2013,2,TOSI2,tradicional,entidad,Tlaxcala,NA,46.12,1.168,4041
2013,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.16,1.273,4144
2013,4,TOSI2,tradicional,entidad,Tlaxcala,NA,47,1.177,4086
2014,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.31,1.13,4067
2014,2,TOSI2,tradicional,entidad,Tlaxcala,NA,44.63,1.159,4251
2014,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.51,1.158,4316
2014,4,TOSI2,tradicional,entidad,Tlaxcala,NA,44.93,1.194,4281
2015,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.48,1.184,4318
2015,2,TOSI2,tradicional,entidad,Tlaxcala,NA,46.02,1.159,4428
2015,3,TOSI2,tradicional,entidad,Tlaxcala,NA,45.69,1.192,4401
2015,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.16,1.144,4444
2016,1,TOSI2,tradicional,entidad,Tlaxcala,NA,46.59,1.162,4480
2016,2,TOSI2,tradicional,entidad,Tlaxcala,NA,46.25,1.052,4674
2016,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.19,1.063,4587
2016,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.53,1.041,4575
2017,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.23,1.156,4465
2017,2,TOSI2,tradicional,entidad,Tlaxcala,NA,45.74,1.272,4463
2017,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.52,1.209,4439
2017,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.66,1.238,4410
2018,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.7,1.292,4400
2018,2,TOSI2,tradicional,entidad,Tlaxcala,NA,47.08,1.303,4515
2018,3,TOSI2,tradicional,entidad,Tlaxcala,NA,46.19,1.146,4586
2018,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.26,1.08,4502
2019,1,TOSI2,tradicional,entidad,Tlaxcala,NA,45.68,1.132,4647
2019,2,TOSI2,tradicional,entidad,Tlaxcala,NA,45.42,0.987,4727
2019,3,TOSI2,tradicional,entidad,Tlaxcala,NA,45.62,0.996,4689
2019,4,TOSI2,tradicional,entidad,Tlaxcala,NA,46.83,1.028,4641
2020,1,TOSI2,tradicional,entidad,Tlaxcala,NA,46.98,1.094,4517
2020,3,TOSI2,enoen,entidad,Tlaxcala,NA,42.78,1.89,2372
2020,4,TOSI2,enoen,entidad,Tlaxcala,NA,45.87,1.22,3973
2021,1,TOSI2,enoen,entidad,Tlaxcala,NA,44.79,1.273,3037
2021,2,TOSI2,enoen,entidad,Tlaxcala,NA,48.81,1.229,4298
2021,3,TOSI2,enoen,entidad,Tlaxcala,NA,48.02,1.261,5104
