anio,trimestre,indicador,regimen,corte,categoria_origen,categoria_destino,valor,ee,n_obs
2016,2,TOSI1,tradicional,edad,60 y más,NA,35.83,0.637,14245
2016,3,TOSI1,tradicional,edad,60 y más,NA,36.22,0.644,14178
2016,4,TOSI1,tradicional,edad,60 y más,NA,36.59,0.655,14487
2017,1,TOSI1,tradicional,edad,60 y más,NA,37.67,0.649,14267
2017,2,TOSI1,tradicional,edad,60 y más,NA,36.26,0.624,14825
2017,3,TOSI1,tradicional,edad,60 y más,NA,36.42,0.643,14935
2017,4,TOSI1,tradicional,edad,60 y más,NA,36.77,0.656,14710
2018,1,TOSI1,tradicional,edad,60 y más,NA,36.86,0.644,14737
2018,2,TOSI1,tradicional,edad,60 y más,NA,37.55,0.636,15174
2018,3,TOSI1,tradicional,edad,60 y más,NA,36.21,0.626,15330
2018,4,TOSI1,tradicional,edad,60 y más,NA,36.74,0.639,15456
2019,1,TOSI1,tradicional,edad,60 y más,NA,37.21,0.611,16089
2019,2,TOSI1,tradicional,edad,60 y más,NA,37.63,0.61,16473
2019,3,TOSI1,tradicional,edad,60 y más,NA,36.97,0.619,16729
2019,4,TOSI1,tradicional,edad,60 y más,NA,37.26,0.636,16875
2020,1,TOSI1,tradicional,edad,60 y más,NA,37.16,0.618,17418
2020,3,TOSI1,enoen,edad,60 y más,NA,36.75,1.121,10559
2020,4,TOSI1,enoen,edad,60 y más,NA,38.63,0.97,13818
2021,1,TOSI1,enoen,edad,60 y más,NA,35.65,0.8,13243
2021,2,TOSI1,enoen,edad,60 y más,NA,37.08,0.742,15537
2021,3,TOSI1,enoen,edad,60 y más,NA,37.45,0.627,17544
2021,4,TOSI1,enoen,edad,60 y más,NA,37.97,0.622,18281
2022,1,TOSI1,enoen,edad,60 y más,NA,37.07,0.644,16363
2022,2,TOSI1,enoen,edad,60 y más,NA,38.21,0.638,17148
2022,3,TOSI1,enoen,edad,60 y más,NA,37.33,0.617,17056
2022,4,TOSI1,enoen,edad,60 y más,NA,37.27,0.605,17580
2023,1,TOSI1,enoe_2023,edad,60 y más,NA,38.21,0.59,20298
2023,2,TOSI1,enoe_2023,edad,60 y más,NA,38.54,0.605,19879
2023,3,TOSI1,enoe_2023,edad,60 y más,NA,38.51,0.592,20232
2023,4,TOSI1,enoe_2023,edad,60 y más,NA,39.18,0.615,19999
2024,1,TOSI1,enoe_2023,edad,60 y más,NA,37.84,0.599,19996
2024,2,TOSI1,enoe_2023,edad,60 y más,NA,38.09,0.598,19931
2024,3,TOSI1,enoe_2023,edad,60 y más,NA,38.58,0.604,19760
2024,4,TOSI1,enoe_2023,edad,60 y más,NA,39.49,0.605,19535
2025,1,TOSI1,enoe_2023,edad,60 y más,NA,39.54,0.649,19191
2025,2,TOSI1,enoe_2023,edad,60 y más,NA,40.2,0.639,19593
2025,3,TOSI1,enoe_2023,edad,60 y más,NA,40.93,0.607,19855
2025,4,TOSI1,enoe_2023,edad,60 y más,NA,39.93,0.596,19852
2026,1,TOSI1,enoe_2023,edad,60 y más,NA,39.61,0.602,19589
2026,2,TOSI1,enoe_2023,edad,60 y más,NA,41.02,0.603,20064
2005,1,TOSI1,tradicional,entidad,Aguascalientes,NA,23.01,0.764,4722
2005,2,TOSI1,tradicional,entidad,Aguascalientes,NA,23.36,0.853,4777
2005,3,TOSI1,tradicional,entidad,Aguascalientes,NA,22.97,0.803,4796
2005,4,TOSI1,tradicional,entidad,Aguascalientes,NA,21.95,0.797,5085
2006,1,TOSI1,tradicional,entidad,Aguascalientes,NA,22.42,0.785,4954
2006,2,TOSI1,tradicional,entidad,Aguascalientes,NA,22.04,0.774,4911
2006,3,TOSI1,tradicional,entidad,Aguascalientes,NA,22.56,0.775,4882
2006,4,TOSI1,tradicional,entidad,Aguascalientes,NA,23.5,0.776,5004
2007,1,TOSI1,tradicional,entidad,Aguascalientes,NA,23.78,0.844,4944
2007,2,TOSI1,tradicional,entidad,Aguascalientes,NA,25.14,0.805,4934
2007,3,TOSI1,tradicional,entidad,Aguascalientes,NA,25.01,0.84,4867
2007,4,TOSI1,tradicional,entidad,Aguascalientes,NA,25.56,0.859,5004
2008,1,TOSI1,tradicional,entidad,Aguascalientes,NA,27.38,0.852,4887
2008,2,TOSI1,tradicional,entidad,Aguascalientes,NA,26.17,0.872,4879
2008,3,TOSI1,tradicional,entidad,Aguascalientes,NA,25.33,0.858,4854
2008,4,TOSI1,tradicional,entidad,Aguascalientes,NA,24.73,0.852,4882
2009,1,TOSI1,tradicional,entidad,Aguascalientes,NA,23.97,0.831,4590
2009,2,TOSI1,tradicional,entidad,Aguascalientes,NA,25.31,0.838,4631
2009,3,TOSI1,tradicional,entidad,Aguascalientes,NA,25.39,0.876,4680
2009,4,TOSI1,tradicional,entidad,Aguascalientes,NA,26.54,0.841,4782
2010,1,TOSI1,tradicional,entidad,Aguascalientes,NA,23.14,0.821,4675
2010,2,TOSI1,tradicional,entidad,Aguascalientes,NA,25.41,0.832,4937
2010,3,TOSI1,tradicional,entidad,Aguascalientes,NA,24.35,0.819,4973
2010,4,TOSI1,tradicional,entidad,Aguascalientes,NA,23.23,0.789,4795
2011,1,TOSI1,tradicional,entidad,Aguascalientes,NA,24.69,0.812,4778
2011,2,TOSI1,tradicional,entidad,Aguascalientes,NA,24.38,0.814,4841
2011,3,TOSI1,tradicional,entidad,Aguascalientes,NA,24.02,0.803,4786
2011,4,TOSI1,tradicional,entidad,Aguascalientes,NA,25.32,0.826,4960
2012,1,TOSI1,tradicional,entidad,Aguascalientes,NA,26.4,0.839,4759
2012,2,TOSI1,tradicional,entidad,Aguascalientes,NA,26.24,0.908,4938
2012,3,TOSI1,tradicional,entidad,Aguascalientes,NA,24.49,0.836,4884
2012,4,TOSI1,tradicional,entidad,Aguascalientes,NA,24.14,0.868,4839
2013,1,TOSI1,tradicional,entidad,Aguascalientes,NA,25.8,0.854,4767
2013,2,TOSI1,tradicional,entidad,Aguascalientes,NA,25.9,0.845,4929
2013,3,TOSI1,tradicional,entidad,Aguascalientes,NA,26.04,0.896,4921
2013,4,TOSI1,tradicional,entidad,Aguascalientes,NA,26.28,0.899,5051
2014,1,TOSI1,tradicional,entidad,Aguascalientes,NA,23.44,0.839,4905
2014,2,TOSI1,tradicional,entidad,Aguascalientes,NA,22.64,0.806,5030
2014,3,TOSI1,tradicional,entidad,Aguascalientes,NA,23.25,0.825,5049
2014,4,TOSI1,tradicional,entidad,Aguascalientes,NA,22.88,0.808,5012
2015,1,TOSI1,tradicional,entidad,Aguascalientes,NA,20.79,0.828,5020
2015,2,TOSI1,tradicional,entidad,Aguascalientes,NA,22.64,0.816,5026
2015,3,TOSI1,tradicional,entidad,Aguascalientes,NA,22.67,0.805,4988
2015,4,TOSI1,tradicional,entidad,Aguascalientes,NA,22.87,0.835,4964
2016,1,TOSI1,tradicional,entidad,Aguascalientes,NA,21.34,0.825,4936
2016,2,TOSI1,tradicional,entidad,Aguascalientes,NA,21.88,0.775,5023
2016,3,TOSI1,tradicional,entidad,Aguascalientes,NA,21.48,0.821,5014
2016,4,TOSI1,tradicional,entidad,Aguascalientes,NA,21.94,0.834,5001
2017,1,TOSI1,tradicional,entidad,Aguascalientes,NA,22.45,0.802,4921
2017,2,TOSI1,tradicional,entidad,Aguascalientes,NA,22.49,0.861,4946
2017,3,TOSI1,tradicional,entidad,Aguascalientes,NA,21.83,0.759,4904
2017,4,TOSI1,tradicional,entidad,Aguascalientes,NA,22.15,0.76,4946
2018,1,TOSI1,tradicional,entidad,Aguascalientes,NA,21.73,0.823,4930
2018,2,TOSI1,tradicional,entidad,Aguascalientes,NA,21.29,0.766,5059
2018,3,TOSI1,tradicional,entidad,Aguascalientes,NA,20.58,0.743,5041
2018,4,TOSI1,tradicional,entidad,Aguascalientes,NA,21.45,0.827,5048
2019,1,TOSI1,tradicional,entidad,Aguascalientes,NA,21.12,0.792,4919
2019,2,TOSI1,tradicional,entidad,Aguascalientes,NA,20.19,0.754,4969
2019,3,TOSI1,tradicional,entidad,Aguascalientes,NA,19.75,0.823,4807
2019,4,TOSI1,tradicional,entidad,Aguascalientes,NA,20.65,0.845,4961
2020,1,TOSI1,tradicional,entidad,Aguascalientes,NA,19.31,0.793,4985
2020,3,TOSI1,enoen,entidad,Aguascalientes,NA,19.69,1.067,3303
2020,4,TOSI1,enoen,entidad,Aguascalientes,NA,17.7,0.823,4465
2021,1,TOSI1,enoen,entidad,Aguascalientes,NA,19.36,0.746,4662
2021,2,TOSI1,enoen,entidad,Aguascalientes,NA,19.51,0.876,4689
2021,3,TOSI1,enoen,entidad,Aguascalientes,NA,20.05,0.799,5272
2021,4,TOSI1,enoen,entidad,Aguascalientes,NA,20.49,0.794,4888
2022,1,TOSI1,enoen,entidad,Aguascalientes,NA,21.69,0.772,5078
2022,2,TOSI1,enoen,entidad,Aguascalientes,NA,19.59,0.737,4996
2022,3,TOSI1,enoen,entidad,Aguascalientes,NA,19.69,0.734,4716
2022,4,TOSI1,enoen,entidad,Aguascalientes,NA,20.3,0.71,4829
2023,1,TOSI1,enoe_2023,entidad,Aguascalientes,NA,19.85,0.702,5687
2023,2,TOSI1,enoe_2023,entidad,Aguascalientes,NA,20.6,0.86,5318
2023,3,TOSI1,enoe_2023,entidad,Aguascalientes,NA,20.44,0.744,5565
2023,4,TOSI1,enoe_2023,entidad,Aguascalientes,NA,19.77,0.811,5245
2024,1,TOSI1,enoe_2023,entidad,Aguascalientes,NA,19.24,0.772,5344
2024,2,TOSI1,enoe_2023,entidad,Aguascalientes,NA,20.55,0.798,5344
2024,3,TOSI1,enoe_2023,entidad,Aguascalientes,NA,20.81,0.789,5223
2024,4,TOSI1,enoe_2023,entidad,Aguascalientes,NA,23.08,0.852,5134
2025,1,TOSI1,enoe_2023,entidad,Aguascalientes,NA,22.14,0.827,5098
2025,2,TOSI1,enoe_2023,entidad,Aguascalientes,NA,22.84,0.853,4770
2025,3,TOSI1,enoe_2023,entidad,Aguascalientes,NA,22.71,0.774,4734
2025,4,TOSI1,enoe_2023,entidad,Aguascalientes,NA,23.96,0.879,4727
2026,1,TOSI1,enoe_2023,entidad,Aguascalientes,NA,23.56,0.844,4797
2026,2,TOSI1,enoe_2023,entidad,Aguascalientes,NA,22.42,0.811,5013
2005,1,TOSI1,tradicional,entidad,Baja California,NA,19.49,0.946,5230
2005,2,TOSI1,tradicional,entidad,Baja California,NA,18.89,0.718,5245
2005,3,TOSI1,tradicional,entidad,Baja California,NA,18.97,0.712,5267
2005,4,TOSI1,tradicional,entidad,Baja California,NA,20.26,0.847,5459
2006,1,TOSI1,tradicional,entidad,Baja California,NA,18.08,0.735,5486
2006,2,TOSI1,tradicional,entidad,Baja California,NA,16.47,0.679,5641
2006,3,TOSI1,tradicional,entidad,Baja California,NA,17.62,0.701,5563
2006,4,TOSI1,tradicional,entidad,Baja California,NA,17.01,0.631,5482
2007,1,TOSI1,tradicional,entidad,Baja California,NA,17.44,0.614,5360
2007,2,TOSI1,tradicional,entidad,Baja California,NA,17.16,0.653,5556
2007,3,TOSI1,tradicional,entidad,Baja California,NA,16.04,0.636,5433
2007,4,TOSI1,tradicional,entidad,Baja California,NA,16.57,0.669,5625
2008,1,TOSI1,tradicional,entidad,Baja California,NA,18.57,0.79,5480
2008,2,TOSI1,tradicional,entidad,Baja California,NA,17.09,0.653,5723
2008,3,TOSI1,tradicional,entidad,Baja California,NA,18.02,0.649,5651
2008,4,TOSI1,tradicional,entidad,Baja California,NA,17.2,0.745,5497
2009,1,TOSI1,tradicional,entidad,Baja California,NA,18.46,0.692,5361
2009,2,TOSI1,tradicional,entidad,Baja California,NA,18.88,0.731,5380
2009,3,TOSI1,tradicional,entidad,Baja California,NA,19,0.724,5130
2009,4,TOSI1,tradicional,entidad,Baja California,NA,19.08,0.717,5253
2010,1,TOSI1,tradicional,entidad,Baja California,NA,20.07,0.781,5305
2010,2,TOSI1,tradicional,entidad,Baja California,NA,20.44,0.872,5452
2010,3,TOSI1,tradicional,entidad,Baja California,NA,19.09,0.723,5274
2010,4,TOSI1,tradicional,entidad,Baja California,NA,18.96,0.78,5329
2011,1,TOSI1,tradicional,entidad,Baja California,NA,19.33,0.783,5262
2011,2,TOSI1,tradicional,entidad,Baja California,NA,19.16,0.72,5353
2011,3,TOSI1,tradicional,entidad,Baja California,NA,19.96,0.711,5320
2011,4,TOSI1,tradicional,entidad,Baja California,NA,21.63,0.768,5328
2012,1,TOSI1,tradicional,entidad,Baja California,NA,19.55,0.725,5188
2012,2,TOSI1,tradicional,entidad,Baja California,NA,20.46,0.765,5324
2012,3,TOSI1,tradicional,entidad,Baja California,NA,20.5,0.719,5236
2012,4,TOSI1,tradicional,entidad,Baja California,NA,20.53,0.811,5212
2013,1,TOSI1,tradicional,entidad,Baja California,NA,20.67,0.802,5170
2013,2,TOSI1,tradicional,entidad,Baja California,NA,20.37,0.772,5353
2013,3,TOSI1,tradicional,entidad,Baja California,NA,20.42,0.837,5219
2013,4,TOSI1,tradicional,entidad,Baja California,NA,20.43,0.822,5302
2014,1,TOSI1,tradicional,entidad,Baja California,NA,18.68,0.747,5165
2014,2,TOSI1,tradicional,entidad,Baja California,NA,20.36,0.735,5344
2014,3,TOSI1,tradicional,entidad,Baja California,NA,19.38,0.764,5220
2014,4,TOSI1,tradicional,entidad,Baja California,NA,19.34,0.715,5337
2015,1,TOSI1,tradicional,entidad,Baja California,NA,18.88,0.679,5368
2015,2,TOSI1,tradicional,entidad,Baja California,NA,19.89,0.755,5314
2015,3,TOSI1,tradicional,entidad,Baja California,NA,20.78,0.783,5260
2015,4,TOSI1,tradicional,entidad,Baja California,NA,20.53,0.689,5296
2016,1,TOSI1,tradicional,entidad,Baja California,NA,19.88,0.742,5202
2016,2,TOSI1,tradicional,entidad,Baja California,NA,20.07,0.779,5323
2016,3,TOSI1,tradicional,entidad,Baja California,NA,20.11,0.729,5444
2016,4,TOSI1,tradicional,entidad,Baja California,NA,19.24,0.752,5473
2017,1,TOSI1,tradicional,entidad,Baja California,NA,19.61,0.762,5319
2017,2,TOSI1,tradicional,entidad,Baja California,NA,20.6,0.693,5583
2017,3,TOSI1,tradicional,entidad,Baja California,NA,19.6,0.668,5487
2017,4,TOSI1,tradicional,entidad,Baja California,NA,20.73,0.722,5557
2018,1,TOSI1,tradicional,entidad,Baja California,NA,20.93,0.702,5644
2018,2,TOSI1,tradicional,entidad,Baja California,NA,19.96,0.682,5657
2018,3,TOSI1,tradicional,entidad,Baja California,NA,19.86,0.741,5516
2018,4,TOSI1,tradicional,entidad,Baja California,NA,19.28,0.77,5593
2019,1,TOSI1,tradicional,entidad,Baja California,NA,18.48,0.632,7302
2019,2,TOSI1,tradicional,entidad,Baja California,NA,19.51,0.659,7358
2019,3,TOSI1,tradicional,entidad,Baja California,NA,18.38,0.675,7280
2019,4,TOSI1,tradicional,entidad,Baja California,NA,18.36,0.568,7327
2020,1,TOSI1,tradicional,entidad,Baja California,NA,18.34,0.596,7031
2020,3,TOSI1,enoen,entidad,Baja California,NA,19.77,1.153,3562
2020,4,TOSI1,enoen,entidad,Baja California,NA,20.16,0.852,4843
2021,1,TOSI1,enoen,entidad,Baja California,NA,18.04,0.807,5430
2021,2,TOSI1,enoen,entidad,Baja California,NA,20.58,0.725,6551
2021,3,TOSI1,enoen,entidad,Baja California,NA,19.57,0.708,6572
2021,4,TOSI1,enoen,entidad,Baja California,NA,22,0.777,6676
2022,1,TOSI1,enoen,entidad,Baja California,NA,18.67,0.678,6722
2022,2,TOSI1,enoen,entidad,Baja California,NA,19.49,0.622,7063
2022,3,TOSI1,enoen,entidad,Baja California,NA,18.29,0.721,6875
2022,4,TOSI1,enoen,entidad,Baja California,NA,17.81,0.673,6964
2023,1,TOSI1,enoe_2023,entidad,Baja California,NA,18.58,0.63,7676
2023,2,TOSI1,enoe_2023,entidad,Baja California,NA,18.28,0.597,7447
2023,3,TOSI1,enoe_2023,entidad,Baja California,NA,18.71,0.679,7690
2023,4,TOSI1,enoe_2023,entidad,Baja California,NA,20.1,0.703,7620
2024,1,TOSI1,enoe_2023,entidad,Baja California,NA,18.4,0.712,7336
2024,2,TOSI1,enoe_2023,entidad,Baja California,NA,17.53,0.692,7258
2024,3,TOSI1,enoe_2023,entidad,Baja California,NA,18.49,0.722,7149
2024,4,TOSI1,enoe_2023,entidad,Baja California,NA,18.8,0.666,7155
2025,1,TOSI1,enoe_2023,entidad,Baja California,NA,18.64,0.693,7183
2025,2,TOSI1,enoe_2023,entidad,Baja California,NA,18.99,0.622,7311
2025,3,TOSI1,enoe_2023,entidad,Baja California,NA,20.47,0.692,7206
2025,4,TOSI1,enoe_2023,entidad,Baja California,NA,19.95,0.646,7315
2026,1,TOSI1,enoe_2023,entidad,Baja California,NA,19.19,0.637,7230
2026,2,TOSI1,enoe_2023,entidad,Baja California,NA,18.82,0.636,7299
2005,1,TOSI1,tradicional,entidad,Baja California Sur,NA,17.93,1.19,3801
2005,2,TOSI1,tradicional,entidad,Baja California Sur,NA,16.87,1.017,3853
2005,3,TOSI1,tradicional,entidad,Baja California Sur,NA,17.01,0.893,3828
2005,4,TOSI1,tradicional,entidad,Baja California Sur,NA,18.27,0.923,3945
2006,1,TOSI1,tradicional,entidad,Baja California Sur,NA,16.79,1.035,3942
2006,2,TOSI1,tradicional,entidad,Baja California Sur,NA,16.07,0.894,3964
2006,3,TOSI1,tradicional,entidad,Baja California Sur,NA,17.52,0.87,3974
2006,4,TOSI1,tradicional,entidad,Baja California Sur,NA,16.25,0.95,4110
2007,1,TOSI1,tradicional,entidad,Baja California Sur,NA,18.33,0.966,4086
2007,2,TOSI1,tradicional,entidad,Baja California Sur,NA,18.16,1.032,4071
2007,3,TOSI1,tradicional,entidad,Baja California Sur,NA,17.3,1.031,4119
2007,4,TOSI1,tradicional,entidad,Baja California Sur,NA,17.19,1.182,4278
2008,1,TOSI1,tradicional,entidad,Baja California Sur,NA,15.88,1.072,4189
2008,2,TOSI1,tradicional,entidad,Baja California Sur,NA,17.96,1.424,4245
2008,3,TOSI1,tradicional,entidad,Baja California Sur,NA,18.64,1.234,4234
2008,4,TOSI1,tradicional,entidad,Baja California Sur,NA,18.23,1.133,4216
2009,1,TOSI1,tradicional,entidad,Baja California Sur,NA,19.63,0.906,4112
2009,2,TOSI1,tradicional,entidad,Baja California Sur,NA,19.87,0.968,4052
2009,3,TOSI1,tradicional,entidad,Baja California Sur,NA,19.99,0.898,3957
2009,4,TOSI1,tradicional,entidad,Baja California Sur,NA,21.38,0.916,3912
2010,1,TOSI1,tradicional,entidad,Baja California Sur,NA,20.32,1.272,3932
2010,2,TOSI1,tradicional,entidad,Baja California Sur,NA,20.35,1.311,4069
2010,3,TOSI1,tradicional,entidad,Baja California Sur,NA,21.38,1.003,3966
2010,4,TOSI1,tradicional,entidad,Baja California Sur,NA,20.42,1.329,3914
2011,1,TOSI1,tradicional,entidad,Baja California Sur,NA,19.07,1.164,3985
2011,2,TOSI1,tradicional,entidad,Baja California Sur,NA,20.17,1.065,4019
2011,3,TOSI1,tradicional,entidad,Baja California Sur,NA,21.08,0.943,3941
2011,4,TOSI1,tradicional,entidad,Baja California Sur,NA,20.35,0.878,4014
2012,1,TOSI1,tradicional,entidad,Baja California Sur,NA,20.59,1.2,3968
2012,2,TOSI1,tradicional,entidad,Baja California Sur,NA,19,0.947,3938
2012,3,TOSI1,tradicional,entidad,Baja California Sur,NA,20.47,0.934,3823
2012,4,TOSI1,tradicional,entidad,Baja California Sur,NA,18.64,0.996,3825
2013,1,TOSI1,tradicional,entidad,Baja California Sur,NA,19.21,0.908,3836
2013,2,TOSI1,tradicional,entidad,Baja California Sur,NA,18.35,1.047,3838
2013,3,TOSI1,tradicional,entidad,Baja California Sur,NA,19.69,1.118,3755
2013,4,TOSI1,tradicional,entidad,Baja California Sur,NA,19.24,1.116,3875
2014,1,TOSI1,tradicional,entidad,Baja California Sur,NA,17.26,0.924,3849
2014,2,TOSI1,tradicional,entidad,Baja California Sur,NA,17.98,0.887,3906
2014,3,TOSI1,tradicional,entidad,Baja California Sur,NA,17.96,0.888,3808
2014,4,TOSI1,tradicional,entidad,Baja California Sur,NA,17.54,0.886,3865
2015,1,TOSI1,tradicional,entidad,Baja California Sur,NA,16.42,0.893,3897
2015,2,TOSI1,tradicional,entidad,Baja California Sur,NA,16.97,0.667,4050
2015,3,TOSI1,tradicional,entidad,Baja California Sur,NA,18.06,0.789,4027
2015,4,TOSI1,tradicional,entidad,Baja California Sur,NA,18.29,0.85,4039
2016,1,TOSI1,tradicional,entidad,Baja California Sur,NA,18.73,0.782,3986
2016,2,TOSI1,tradicional,entidad,Baja California Sur,NA,18.29,0.816,4035
2016,3,TOSI1,tradicional,entidad,Baja California Sur,NA,18.72,0.888,3915
2016,4,TOSI1,tradicional,entidad,Baja California Sur,NA,18.3,1.041,3964
2017,1,TOSI1,tradicional,entidad,Baja California Sur,NA,18.17,0.71,4018
2017,2,TOSI1,tradicional,entidad,Baja California Sur,NA,18.44,0.913,4047
2017,3,TOSI1,tradicional,entidad,Baja California Sur,NA,19.32,0.81,3938
2017,4,TOSI1,tradicional,entidad,Baja California Sur,NA,18.19,0.807,4000
2018,1,TOSI1,tradicional,entidad,Baja California Sur,NA,17.64,0.849,4014
2018,2,TOSI1,tradicional,entidad,Baja California Sur,NA,18.18,0.911,4111
2018,3,TOSI1,tradicional,entidad,Baja California Sur,NA,17.83,0.978,4042
2018,4,TOSI1,tradicional,entidad,Baja California Sur,NA,17.12,0.852,4015
2019,1,TOSI1,tradicional,entidad,Baja California Sur,NA,16.87,0.945,4012
2019,2,TOSI1,tradicional,entidad,Baja California Sur,NA,17.8,0.987,4096
2019,3,TOSI1,tradicional,entidad,Baja California Sur,NA,19.19,1.176,4173
2019,4,TOSI1,tradicional,entidad,Baja California Sur,NA,17.78,1.086,4102
2020,1,TOSI1,tradicional,entidad,Baja California Sur,NA,17.44,1.123,4023
2020,3,TOSI1,enoen,entidad,Baja California Sur,NA,20.43,1.321,3886
2020,4,TOSI1,enoen,entidad,Baja California Sur,NA,21.2,1.543,4105
2021,1,TOSI1,enoen,entidad,Baja California Sur,NA,22.48,2.103,2947
2021,2,TOSI1,enoen,entidad,Baja California Sur,NA,19.92,1.418,3451
2021,3,TOSI1,enoen,entidad,Baja California Sur,NA,17.4,0.976,3808
2021,4,TOSI1,enoen,entidad,Baja California Sur,NA,17.75,0.928,4266
2022,1,TOSI1,enoen,entidad,Baja California Sur,NA,17.7,1.092,3723
2022,2,TOSI1,enoen,entidad,Baja California Sur,NA,18.99,1.148,3829
2022,3,TOSI1,enoen,entidad,Baja California Sur,NA,18.5,0.981,3761
2022,4,TOSI1,enoen,entidad,Baja California Sur,NA,17.5,0.953,3907
2023,1,TOSI1,enoe_2023,entidad,Baja California Sur,NA,18.05,0.941,4629
2023,2,TOSI1,enoe_2023,entidad,Baja California Sur,NA,18.11,0.864,4312
2023,3,TOSI1,enoe_2023,entidad,Baja California Sur,NA,18.55,0.895,4184
2023,4,TOSI1,enoe_2023,entidad,Baja California Sur,NA,18.47,0.973,4382
2024,1,TOSI1,enoe_2023,entidad,Baja California Sur,NA,18.63,1.024,4241
2024,2,TOSI1,enoe_2023,entidad,Baja California Sur,NA,18.13,1.005,4419
2024,3,TOSI1,enoe_2023,entidad,Baja California Sur,NA,17.36,0.985,4377
2024,4,TOSI1,enoe_2023,entidad,Baja California Sur,NA,17.77,0.966,4399
2025,1,TOSI1,enoe_2023,entidad,Baja California Sur,NA,18.71,0.994,4330
2025,2,TOSI1,enoe_2023,entidad,Baja California Sur,NA,19.16,0.851,4348
2025,3,TOSI1,enoe_2023,entidad,Baja California Sur,NA,20.25,0.958,4356
2025,4,TOSI1,enoe_2023,entidad,Baja California Sur,NA,19.95,0.92,4225
2026,1,TOSI1,enoe_2023,entidad,Baja California Sur,NA,20.93,0.909,4171
2026,2,TOSI1,enoe_2023,entidad,Baja California Sur,NA,19.83,0.944,4118
2005,1,TOSI1,tradicional,entidad,Campeche,NA,24.62,1.261,4835
2005,2,TOSI1,tradicional,entidad,Campeche,NA,23.35,1.027,4914
2005,3,TOSI1,tradicional,entidad,Campeche,NA,23.88,1.041,4971
2005,4,TOSI1,tradicional,entidad,Campeche,NA,24.37,1.077,5006
2006,1,TOSI1,tradicional,entidad,Campeche,NA,24.36,1.065,4909
2006,2,TOSI1,tradicional,entidad,Campeche,NA,24.3,0.884,4974
2006,3,TOSI1,tradicional,entidad,Campeche,NA,25.82,1.154,4935
2006,4,TOSI1,tradicional,entidad,Campeche,NA,24.14,1.066,4993
2007,1,TOSI1,tradicional,entidad,Campeche,NA,24.92,0.983,4933
2007,2,TOSI1,tradicional,entidad,Campeche,NA,24.56,1.169,4919
2007,3,TOSI1,tradicional,entidad,Campeche,NA,23.02,1.044,4775
2007,4,TOSI1,tradicional,entidad,Campeche,NA,25.87,1.169,4935
2008,1,TOSI1,tradicional,entidad,Campeche,NA,24.74,1.173,4841
2008,2,TOSI1,tradicional,entidad,Campeche,NA,23.32,1.12,4907
2008,3,TOSI1,tradicional,entidad,Campeche,NA,25.36,1.145,4914
2008,4,TOSI1,tradicional,entidad,Campeche,NA,24.58,1.116,4847
2009,1,TOSI1,tradicional,entidad,Campeche,NA,23.94,1.217,4858
2009,2,TOSI1,tradicional,entidad,Campeche,NA,25.01,1.187,4934
2009,3,TOSI1,tradicional,entidad,Campeche,NA,25.83,1.198,4932
2009,4,TOSI1,tradicional,entidad,Campeche,NA,26.43,1.258,5055
2010,1,TOSI1,tradicional,entidad,Campeche,NA,25.2,1.103,5007
2010,2,TOSI1,tradicional,entidad,Campeche,NA,25.72,1.235,4934
2010,3,TOSI1,tradicional,entidad,Campeche,NA,24.73,1.064,5010
2010,4,TOSI1,tradicional,entidad,Campeche,NA,26.72,0.982,4942
2011,1,TOSI1,tradicional,entidad,Campeche,NA,26.48,0.959,4942
2011,2,TOSI1,tradicional,entidad,Campeche,NA,26.85,0.972,4937
2011,3,TOSI1,tradicional,entidad,Campeche,NA,28.03,0.955,4975
2011,4,TOSI1,tradicional,entidad,Campeche,NA,27.09,0.974,5069
2012,1,TOSI1,tradicional,entidad,Campeche,NA,27.55,0.908,5135
2012,2,TOSI1,tradicional,entidad,Campeche,NA,26.78,1.037,5123
2012,3,TOSI1,tradicional,entidad,Campeche,NA,29.64,1.129,5129
2012,4,TOSI1,tradicional,entidad,Campeche,NA,27.27,0.983,5067
2013,1,TOSI1,tradicional,entidad,Campeche,NA,28.9,1.003,4915
2013,2,TOSI1,tradicional,entidad,Campeche,NA,28.56,1.124,4862
2013,3,TOSI1,tradicional,entidad,Campeche,NA,28.02,1.288,4871
2013,4,TOSI1,tradicional,entidad,Campeche,NA,26.46,1.24,5030
2014,1,TOSI1,tradicional,entidad,Campeche,NA,25.22,1.288,4936
2014,2,TOSI1,tradicional,entidad,Campeche,NA,25.26,1.077,5011
2014,3,TOSI1,tradicional,entidad,Campeche,NA,25.53,1.261,5032
2014,4,TOSI1,tradicional,entidad,Campeche,NA,25.38,1.168,5038
2015,1,TOSI1,tradicional,entidad,Campeche,NA,25.83,1.275,4952
2015,2,TOSI1,tradicional,entidad,Campeche,NA,26.65,1.134,5037
2015,3,TOSI1,tradicional,entidad,Campeche,NA,26.01,1.063,4946
2015,4,TOSI1,tradicional,entidad,Campeche,NA,26.59,1.151,4953
2016,1,TOSI1,tradicional,entidad,Campeche,NA,26.83,1.161,4865
2016,2,TOSI1,tradicional,entidad,Campeche,NA,26.93,1.184,4863
2016,3,TOSI1,tradicional,entidad,Campeche,NA,26.28,1.404,4905
2016,4,TOSI1,tradicional,entidad,Campeche,NA,27.18,1.379,4978
2017,1,TOSI1,tradicional,entidad,Campeche,NA,26.27,1.285,4948
