cvegeo,entidad,municipio,aguinaldo,vacaciones,servicio_medico,incap_sueldo,sar_afore,credito_vivienda,utilidades,p_aguinaldo,p_vacaciones,p_servicio_medico,p_incap_sueldo,p_sar_afore,p_credito_vivienda,p_utilidades
26022,Sonora,Cucurpe,0.649,0.383,0.364,0.285,0.196,0.164,0.187,1,1,1,1,0,0,0
26023,Sonora,Cumpas,0.648,0.598,0.673,0.545,0.513,0.487,0.376,1,1,1,1,1,1,1
26024,Sonora,Divisaderos,0.484,0.355,0.366,0.177,0.081,0.086,0.086,1,1,1,0,0,0,0
26025,Sonora,Empalme,0.668,0.633,0.651,0.615,0.599,0.59,0.547,1,1,1,1,1,1,1
26026,Sonora,Etchojoa,0.48,0.407,0.463,0.374,0.369,0.329,0.314,1,1,1,1,1,1,1
26027,Sonora,Fronteras,0.677,0.654,0.695,0.602,0.578,0.519,0.526,1,1,1,1,1,1,1
26028,Sonora,Granados,0.5,0.424,0.428,0.244,0.176,0.16,0.104,1,1,1,1,1,0,0
26029,Sonora,Guaymas,0.722,0.69,0.703,0.659,0.653,0.638,0.594,1,1,1,1,1,1,1
26030,Sonora,Hermosillo,0.813,0.787,0.777,0.741,0.716,0.718,0.554,1,1,1,1,1,1,1
26031,Sonora,Huachinera,0.464,0.278,0.135,0.306,0.076,0.07,0.034,1,1,0,1,0,0,0
26032,Sonora,Huásabas,0.587,0.498,0.551,0.372,0.247,0.219,0.271,1,1,1,1,1,0,1
26033,Sonora,Huatabampo,0.508,0.434,0.479,0.374,0.382,0.346,0.306,1,1,1,1,1,1,1
26034,Sonora,Huépac,0.717,0.643,0.691,0.581,0.515,0.496,0.327,1,1,1,1,1,1,1
26035,Sonora,Imuris,0.686,0.635,0.619,0.578,0.532,0.512,0.554,1,1,1,1,1,1,1
26036,Sonora,Magdalena,0.733,0.695,0.684,0.652,0.64,0.614,0.546,1,1,1,1,1,1,1
26037,Sonora,Mazatán,0.666,0.466,0.394,0.353,0.247,0.259,0.094,1,1,1,1,1,1,0
26038,Sonora,Moctezuma,0.646,0.588,0.618,0.5,0.421,0.387,0.207,1,1,1,1,1,1,1
26039,Sonora,Naco,0.543,0.49,0.409,0.412,0.356,0.337,0.293,1,1,1,1,1,1,1
26040,Sonora,Nácori Chico,0.396,0.258,0.273,0.176,0.073,0.044,0.026,1,1,1,0,0,0,0
26041,Sonora,Nacozari de García,0.828,0.817,0.842,0.77,0.718,0.713,0.573,1,1,1,1,1,1,1
26042,Sonora,Navojoa,0.737,0.695,0.703,0.651,0.653,0.644,0.515,1,1,1,1,1,1,1
26043,Sonora,Nogales,0.823,0.804,0.804,0.783,0.773,0.754,0.722,1,1,1,1,1,1,1
26044,Sonora,Ónavas,0.423,0.276,0.276,0.228,0.122,0.089,0.016,1,0,0,0,0,0,0
26045,Sonora,Opodepe,0.43,0.341,0.368,0.298,0.214,0.212,0.217,1,1,1,1,1,1,1
26046,Sonora,Oquitoa,0.671,0.632,0.566,0.592,0.092,0.079,0.079,1,1,1,1,0,0,0
26047,Sonora,Pitiquito,0.645,0.558,0.623,0.518,0.502,0.416,0.302,1,1,1,1,1,1,1
26048,Sonora,Puerto Peñasco,0.646,0.613,0.611,0.522,0.56,0.509,0.424,1,1,1,1,1,1,1
26049,Sonora,Quiriego,0.496,0.395,0.427,0.346,0.308,0.268,0.31,1,1,1,1,1,1,1
26050,Sonora,Rayón,0.332,0.156,0.217,0.083,0.061,0.048,0.067,1,1,1,0,0,0,0
26051,Sonora,Rosario,0.532,0.45,0.498,0.37,0.373,0.328,0.335,1,1,1,1,1,1,1
26052,Sonora,Sahuaripa,0.511,0.457,0.445,0.31,0.236,0.206,0.179,1,1,1,1,1,1,1
26053,Sonora,San Felipe de Jesús,0.709,0.627,0.673,0.464,0.473,0.446,0.373,1,1,1,1,1,1,0
26054,Sonora,San Javier,0.736,0.363,0.681,0.45,0.324,0.258,0.099,1,1,1,1,1,0,0
26055,Sonora,San Luis Río Colorado,0.582,0.535,0.508,0.438,0.438,0.427,0.419,1,1,1,1,1,1,1
26056,Sonora,San Miguel de Horcasitas,0.205,0.184,0.204,0.163,0.147,0.129,0.143,1,1,1,1,1,1,1
26057,Sonora,San Pedro de la Cueva,0.378,0.3,0.283,0.21,0.082,0.06,0.052,1,1,1,0,0,0,0
26058,Sonora,Santa Ana,0.76,0.721,0.691,0.643,0.605,0.624,0.566,1,1,1,1,1,1,1
26059,Sonora,Santa Cruz,0.491,0.379,0.463,0.379,0.35,0.284,0.247,1,1,1,1,1,1,1
26060,Sonora,Sáric,0.445,0.253,0.315,0.13,0.101,0.063,0.029,1,1,1,0,0,0,0
26061,Sonora,Soyopa,0.464,0.343,0.311,0.291,0.225,0.194,0.069,1,1,0,0,0,0,0
26062,Sonora,Suaqui Grande,0.531,0.336,0.353,0.212,0.112,0.083,0.042,1,1,1,1,0,0,0
26063,Sonora,Tepache,0.33,0.302,0.302,0.191,0.098,0.074,0.06,1,1,1,0,0,0,0
26064,Sonora,Trincheras,0.534,0.384,0.366,0.188,0.182,0.148,0.122,1,1,1,1,1,0,0
26065,Sonora,Tubutama,0.371,0.238,0.182,0.195,0.134,0.111,0.108,1,1,1,1,0,0,0
26066,Sonora,Ures,0.585,0.488,0.442,0.337,0.246,0.22,0.162,1,1,1,1,1,1,1
26067,Sonora,Villa Hidalgo,0.493,0.429,0.476,0.424,0.354,0.343,0.259,1,1,1,1,1,1,1
26068,Sonora,Villa Pesqueira,0.535,0.363,0.438,0.215,0.137,0.121,0.082,1,1,1,1,0,0,0
26069,Sonora,Yécora,0.343,0.236,0.241,0.162,0.141,0.128,0.113,1,1,1,1,1,1,1
26070,Sonora,General Plutarco Elías Calles,0.512,0.454,0.422,0.382,0.347,0.328,0.319,1,1,1,1,1,1,1
26071,Sonora,Benito Juárez,0.49,0.418,0.497,0.388,0.389,0.348,0.302,1,1,1,1,1,1,1
26072,Sonora,San Ignacio Río Muerto,0.438,0.362,0.44,0.335,0.326,0.315,0.264,1,1,1,1,1,1,1
27001,Tabasco,Balancán,0.384,0.244,0.239,0.196,0.16,0.121,0.089,1,1,1,1,1,1,1
27002,Tabasco,Cárdenas,0.502,0.39,0.422,0.34,0.342,0.313,0.259,1,1,1,1,1,1,1
27003,Tabasco,Centla,0.443,0.304,0.336,0.246,0.238,0.188,0.176,1,1,1,1,1,1,1
27004,Tabasco,Centro,0.701,0.608,0.592,0.499,0.462,0.446,0.354,1,1,1,1,1,1,1
27005,Tabasco,Comalcalco,0.488,0.367,0.368,0.261,0.257,0.198,0.227,1,1,1,1,1,1,1
27006,Tabasco,Cunduacán,0.488,0.378,0.371,0.289,0.273,0.221,0.222,1,1,1,1,1,1,1
27007,Tabasco,Emiliano Zapata,0.551,0.392,0.38,0.308,0.283,0.251,0.262,1,1,1,1,1,1,1
27008,Tabasco,Huimanguillo,0.44,0.32,0.325,0.247,0.23,0.198,0.197,1,1,1,1,1,1,1
27009,Tabasco,Jalapa,0.528,0.381,0.387,0.272,0.196,0.158,0.152,1,1,1,1,1,1,1
27010,Tabasco,Jalpa de Méndez,0.524,0.416,0.406,0.317,0.259,0.232,0.228,1,1,1,1,1,1,1
27011,Tabasco,Jonuta,0.333,0.224,0.254,0.183,0.164,0.084,0.137,1,1,1,1,1,1,1
27012,Tabasco,Macuspana,0.514,0.405,0.392,0.32,0.302,0.248,0.26,1,1,1,1,1,1,1
27013,Tabasco,Nacajuca,0.69,0.602,0.589,0.526,0.481,0.456,0.355,1,1,1,1,1,1,1
27014,Tabasco,Paraíso,0.578,0.445,0.447,0.38,0.361,0.303,0.355,1,1,1,1,1,1,1
27015,Tabasco,Tacotalpa,0.406,0.236,0.268,0.149,0.083,0.058,0.07,1,1,1,1,1,0,1
27016,Tabasco,Teapa,0.596,0.29,0.286,0.208,0.186,0.174,0.153,1,1,1,1,1,1,1
27017,Tabasco,Tenosique,0.452,0.331,0.327,0.268,0.222,0.2,0.169,1,1,1,1,1,1,1
28001,Tamaulipas,Abasolo,0.338,0.289,0.27,0.196,0.197,0.178,0.112,1,1,1,1,1,1,1
28002,Tamaulipas,Aldama,0.448,0.281,0.269,0.185,0.196,0.176,0.121,1,1,1,1,1,1,1
28003,Tamaulipas,Altamira,0.67,0.6,0.615,0.55,0.561,0.536,0.434,1,1,1,1,1,1,1
28004,Tamaulipas,Antiguo Morelos,0.248,0.196,0.225,0.149,0.178,0.111,0.104,1,1,1,1,1,1,1
28005,Tamaulipas,Burgos,0.292,0.141,0.111,0.101,0.077,0.06,0.037,1,1,1,1,1,0,0
28006,Tamaulipas,Bustamante,0.165,0.11,0.116,0.062,0.052,0.042,0.04,1,1,1,0,0,0,0
28007,Tamaulipas,Camargo,0.436,0.35,0.264,0.225,0.204,0.18,0.16,1,1,1,1,1,1,1
28008,Tamaulipas,Casas,0.287,0.17,0.188,0.083,0.066,0.055,0.062,1,1,1,1,1,1,1
28009,Tamaulipas,Ciudad Madero,0.76,0.727,0.718,0.662,0.656,0.642,0.532,1,1,1,1,1,1,1
28010,Tamaulipas,Cruillas,0.399,0.328,0.222,0.128,0.142,0.086,0.071,1,1,1,0,0,0,0
28011,Tamaulipas,Gómez Farías,0.369,0.219,0.316,0.17,0.182,0.113,0.112,1,1,1,1,1,1,1
28012,Tamaulipas,González,0.377,0.251,0.247,0.194,0.194,0.167,0.124,1,1,1,1,1,1,1
28013,Tamaulipas,Güémez,0.337,0.232,0.253,0.184,0.172,0.163,0.126,1,1,1,1,1,1,1
28014,Tamaulipas,Guerrero,0.617,0.402,0.248,0.212,0.155,0.101,0.055,1,1,1,1,1,0,0
28015,Tamaulipas,Gustavo Díaz Ordaz,0.593,0.505,0.439,0.42,0.375,0.355,0.347,1,1,1,1,1,1,1
28016,Tamaulipas,Hidalgo,0.213,0.16,0.155,0.116,0.124,0.1,0.09,1,1,1,1,1,1,1
28017,Tamaulipas,Jaumave,0.483,0.389,0.357,0.31,0.249,0.215,0.129,1,1,1,1,1,1,1
28018,Tamaulipas,Jiménez,0.442,0.35,0.336,0.287,0.221,0.198,0.103,1,1,1,1,1,1,1
28019,Tamaulipas,Llera,0.284,0.196,0.196,0.142,0.131,0.11,0.094,1,1,1,1,1,1,1
28020,Tamaulipas,Mainero,0.321,0.271,0.231,0.217,0.188,0.189,0.188,1,1,1,1,1,1,1
28021,Tamaulipas,El Mante,0.614,0.554,0.57,0.504,0.503,0.489,0.39,1,1,1,1,1,1,1
28022,Tamaulipas,Matamoros,0.722,0.694,0.661,0.643,0.641,0.624,0.563,1,1,1,1,1,1,1
28023,Tamaulipas,Méndez,0.32,0.198,0.145,0.124,0.076,0.056,0.063,1,1,1,1,0,0,0
28024,Tamaulipas,Mier,0.676,0.556,0.364,0.37,0.268,0.248,0.189,1,1,1,1,1,1,1
28025,Tamaulipas,Miguel Alemán,0.586,0.503,0.37,0.36,0.29,0.29,0.266,1,1,1,1,1,1,1
28026,Tamaulipas,Miquihuana,0.222,0.186,0.166,0.128,0.109,0.092,0.077,1,1,1,1,1,0,0
28027,Tamaulipas,Nuevo Laredo,0.774,0.732,0.718,0.681,0.69,0.68,0.638,1,1,1,1,1,1,1
28028,Tamaulipas,Nuevo Morelos,0.188,0.137,0.124,0.075,0.062,0.05,0.035,1,1,1,1,0,0,0
28029,Tamaulipas,Ocampo,0.311,0.238,0.252,0.207,0.168,0.145,0.098,1,1,1,1,1,1,1
28030,Tamaulipas,Padilla,0.39,0.286,0.278,0.239,0.21,0.218,0.128,1,1,1,1,1,1,1
28031,Tamaulipas,Palmillas,0.304,0.21,0.176,0.126,0.098,0.087,0.071,1,1,1,1,0,0,0
28032,Tamaulipas,Reynosa,0.805,0.776,0.759,0.74,0.73,0.708,0.693,1,1,1,1,1,1,1
28033,Tamaulipas,Río Bravo,0.677,0.629,0.601,0.578,0.578,0.569,0.559,1,1,1,1,1,1,1
28034,Tamaulipas,San Carlos,0.216,0.15,0.136,0.112,0.106,0.095,0.101,1,1,1,1,1,1,1
28035,Tamaulipas,San Fernando,0.403,0.319,0.285,0.26,0.229,0.201,0.174,1,1,1,1,1,1,1
28036,Tamaulipas,San Nicolás,0.073,0.052,0.052,0.039,0.034,0.026,0.017,0,0,0,0,0,0,0
28037,Tamaulipas,Soto la Marina,0.446,0.291,0.284,0.225,0.205,0.187,0.14,1,1,1,1,1,1,1
28038,Tamaulipas,Tampico,0.764,0.723,0.712,0.66,0.655,0.63,0.489,1,1,1,1,1,1,1
28039,Tamaulipas,Tula,0.348,0.254,0.242,0.217,0.168,0.142,0.11,1,1,1,1,1,1,1
28040,Tamaulipas,Valle Hermoso,0.602,0.519,0.467,0.45,0.414,0.38,0.314,1,1,1,1,1,1,1
28041,Tamaulipas,Victoria,0.771,0.728,0.707,0.645,0.569,0.533,0.335,1,1,1,1,1,1,1
28042,Tamaulipas,Villagrán,0.439,0.318,0.327,0.279,0.244,0.222,0.197,1,1,1,1,1,1,1
28043,Tamaulipas,Xicoténcatl,0.426,0.337,0.406,0.272,0.276,0.236,0.167,1,1,1,1,1,1,1
29001,Tlaxcala,Amaxac de Guerrero,0.599,0.535,0.51,0.463,0.466,0.437,0.327,1,1,1,1,1,1,1
29002,Tlaxcala,Apetatitlán de Antonio Carvajal,0.58,0.543,0.514,0.478,0.467,0.455,0.342,1,1,1,1,1,1,1
29003,Tlaxcala,Atlangatepec,0.357,0.286,0.29,0.234,0.233,0.182,0.195,1,1,1,1,1,1,1
29004,Tlaxcala,Atltzayanca,0.375,0.281,0.287,0.239,0.243,0.206,0.22,1,1,1,1,1,1,1
29005,Tlaxcala,Apizaco,0.57,0.509,0.495,0.448,0.457,0.436,0.379,1,1,1,1,1,1,1
29006,Tlaxcala,Calpulalpan,0.35,0.271,0.275,0.237,0.234,0.218,0.183,1,1,1,1,1,1,1
29007,Tlaxcala,El Carmen Tequexquitla,0.154,0.113,0.139,0.085,0.1,0.061,0.081,1,1,1,0,1,0,1
29008,Tlaxcala,Cuapiaxtla,0.248,0.188,0.264,0.141,0.183,0.1,0.127,1,1,1,1,1,1,1
29009,Tlaxcala,Cuaxomulco,0.451,0.373,0.383,0.341,0.342,0.307,0.288,1,1,1,1,1,1,1
29010,Tlaxcala,Chiautempan,0.493,0.404,0.405,0.359,0.348,0.327,0.263,1,1,1,1,1,1,1
29011,Tlaxcala,Muñoz de Domingo Arenas,0.308,0.267,0.244,0.214,0.202,0.18,0.18,1,1,1,1,1,1,1
29012,Tlaxcala,Españita,0.225,0.138,0.252,0.109,0.19,0.074,0.064,1,1,1,1,1,1,1
29013,Tlaxcala,Huamantla,0.431,0.363,0.38,0.316,0.33,0.302,0.246,1,1,1,1,1,1,1
29014,Tlaxcala,Hueyotlipan,0.262,0.195,0.208,0.161,0.158,0.112,0.113,1,1,1,1,1,1,1
29015,Tlaxcala,Ixtacuixtla de Mariano Matamoros,0.445,0.398,0.397,0.364,0.349,0.332,0.314,1,1,1,1,1,1,1
29016,Tlaxcala,Ixtenco,0.57,0.522,0.509,0.464,0.457,0.411,0.294,1,1,1,1,1,1,1
29017,Tlaxcala,Mazatecochco de José María Morelos,0.291,0.109,0.095,0.084,0.08,0.075,0.073,1,1,1,1,1,1,1
29018,Tlaxcala,Contla de Juan Cuamatzi,0.503,0.425,0.426,0.391,0.378,0.352,0.278,1,1,1,1,1,1,1
29019,Tlaxcala,Tepetitla de Lardizábal,0.394,0.354,0.356,0.335,0.323,0.31,0.258,1,1,1,1,1,1,1
29020,Tlaxcala,Sanctórum de Lázaro Cárdenas,0.203,0.136,0.155,0.111,0.118,0.073,0.078,1,1,1,1,1,1,1
29021,Tlaxcala,Nanacamilpa de Mariano Arista,0.253,0.2,0.192,0.149,0.154,0.12,0.137,1,1,1,1,1,1,1
29022,Tlaxcala,Acuamanala de Miguel Hidalgo,0.576,0.549,0.552,0.511,0.505,0.447,0.459,1,1,1,1,1,1,1
29023,Tlaxcala,Natívitas,0.416,0.362,0.361,0.322,0.33,0.296,0.26,1,1,1,1,1,1,1
29024,Tlaxcala,Panotla,0.542,0.497,0.476,0.44,0.428,0.395,0.278,1,1,1,1,1,1,1
29025,Tlaxcala,San Pablo del Monte,0.318,0.235,0.229,0.2,0.184,0.155,0.182,1,1,1,1,1,1,1
29026,Tlaxcala,Santa Cruz Tlaxcala,0.516,0.456,0.458,0.396,0.418,0.4,0.343,1,1,1,1,1,1,1
29027,Tlaxcala,Tenancingo,0.466,0.352,0.36,0.301,0.29,0.26,0.28,1,1,1,1,1,1,1
29028,Tlaxcala,Teolocholco,0.482,0.43,0.439,0.383,0.385,0.354,0.334,1,1,1,1,1,1,1
29029,Tlaxcala,Tepeyanco,0.548,0.502,0.502,0.46,0.447,0.427,0.358,1,1,1,1,1,1,1
29030,Tlaxcala,Terrenate,0.303,0.219,0.239,0.172,0.192,0.166,0.161,1,1,1,1,1,1,1
29031,Tlaxcala,Tetla de la Solidaridad,0.518,0.463,0.464,0.424,0.424,0.412,0.379,1,1,1,1,1,1,1
29032,Tlaxcala,Tetlatlahuca,0.41,0.355,0.347,0.318,0.3,0.271,0.253,1,1,1,1,1,1,1
29033,Tlaxcala,Tlaxcala,0.663,0.612,0.593,0.552,0.529,0.504,0.362,1,1,1,1,1,1,1
29034,Tlaxcala,Tlaxco,0.343,0.242,0.254,0.21,0.21,0.178,0.178,1,1,1,1,1,1,1
29035,Tlaxcala,Tocatlán,0.37,0.332,0.336,0.298,0.3,0.252,0.26,1,1,1,1,1,1,1
29036,Tlaxcala,Totolac,0.629,0.582,0.565,0.515,0.482,0.449,0.333,1,1,1,1,1,1,1
29037,Tlaxcala,Ziltlaltépec de Trinidad Sánchez Santos,0.248,0.193,0.193,0.171,0.18,0.139,0.153,1,1,1,1,1,1,1
29038,Tlaxcala,Tzompantepec,0.554,0.488,0.482,0.443,0.444,0.423,0.357,1,1,1,1,1,1,1
29039,Tlaxcala,Xaloztoc,0.439,0.399,0.414,0.369,0.378,0.349,0.341,1,1,1,1,1,1,1
29040,Tlaxcala,Xaltocan,0.401,0.338,0.327,0.28,0.296,0.262,0.255,1,1,1,1,1,1,1
29041,Tlaxcala,Papalotla de Xicohténcatl,0.516,0.455,0.453,0.4,0.394,0.368,0.342,1,1,1,1,1,1,1
29042,Tlaxcala,Xicohtzinco,0.671,0.636,0.649,0.579,0.578,0.574,0.533,1,1,1,1,1,1,1
29043,Tlaxcala,Yauhquemehcan,0.572,0.508,0.494,0.453,0.441,0.426,0.37,1,1,1,1,1,1,1
29044,Tlaxcala,Zacatelco,0.502,0.44,0.454,0.395,0.392,0.36,0.345,1,1,1,1,1,1,1
29045,Tlaxcala,Benito Juárez,0.159,0.108,0.237,0.084,0.161,0.055,0.066,1,1,1,1,1,1,1
29046,Tlaxcala,Emiliano Zapata,0.237,0.14,0.146,0.125,0.118,0.097,0.108,1,1,1,1,1,1,1
29047,Tlaxcala,Lázaro Cárdenas,0.297,0.249,0.232,0.206,0.174,0.151,0.169,1,1,1,1,1,1,1
29048,Tlaxcala,La Magdalena Tlaltelulco,0.405,0.333,0.313,0.288,0.29,0.258,0.239,1,1,1,1,1,1,1
29049,Tlaxcala,San Damián Texóloc,0.47,0.422,0.399,0.39,0.352,0.332,0.232,1,1,1,1,1,1,1
29050,Tlaxcala,San Francisco Tetlanohcan,0.405,0.363,0.36,0.328,0.326,0.29,0.254,1,1,1,1,1,1,1
29051,Tlaxcala,San Jerónimo Zacualpan,0.539,0.49,0.457,0.405,0.388,0.377,0.304,1,1,1,1,1,1,1
29052,Tlaxcala,San José Teacalco,0.244,0.199,0.189,0.144,0.139,0.12,0.123,1,1,1,1,1,1,1
29053,Tlaxcala,San Juan Huactzinco,0.566,0.538,0.525,0.472,0.441,0.44,0.281,1,1,1,1,1,1,1
29054,Tlaxcala,San Lorenzo Axocomanitla,0.51,0.439,0.431,0.38,0.374,0.306,0.295,1,1,1,1,1,1,1
29055,Tlaxcala,San Lucas Tecopilco,0.243,0.197,0.189,0.151,0.154,0.132,0.14,1,1,1,1,1,1,1
29056,Tlaxcala,Santa Ana Nopalucan,0.454,0.435,0.404,0.411,0.371,0.336,0.279,1,1,1,1,1,1,1
29057,Tlaxcala,Santa Apolonia Teacalco,0.565,0.52,0.502,0.502,0.468,0.441,0.295,1,1,1,1,1,1,1
29058,Tlaxcala,Santa Catarina Ayometla,0.469,0.41,0.452,0.392,0.373,0.358,0.366,1,1,1,1,1,1,1
29059,Tlaxcala,Santa Cruz Quilehtla,0.295,0.237,0.233,0.192,0.182,0.16,0.187,1,1,1,1,1,1,1
29060,Tlaxcala,Santa Isabel Xiloxoxtla,0.515,0.46,0.438,0.399,0.407,0.38,0.358,1,1,1,1,1,1,1
30001,Veracruz de Ignacio de la Llave,Acajete,0.334,0.166,0.156,0.13,0.096,0.076,0.078,1,1,1,1,1,1,1
30002,Veracruz de Ignacio de la Llave,Acatlán,0.218,0.096,0.065,0.048,0.033,0.022,0.022,1,1,0,0,0,0,0
30003,Veracruz de Ignacio de la Llave,Acayucan,0.447,0.333,0.34,0.285,0.296,0.264,0.214,1,1,1,1,1,1,1
30004,Veracruz de Ignacio de la Llave,Actopan,0.264,0.184,0.2,0.165,0.147,0.1,0.086,1,1,1,1,1,1,1
30005,Veracruz de Ignacio de la Llave,Acula,0.28,0.149,0.175,0.117,0.117,0.123,0.088,1,1,1,1,0,1,0
30006,Veracruz de Ignacio de la Llave,Acultzingo,0.225,0.155,0.192,0.142,0.15,0.114,0.102,1,1,1,1,1,1,1
30007,Veracruz de Ignacio de la Llave,Camarón de Tejeda,0.287,0.236,0.236,0.188,0.199,0.154,0.195,1,1,1,1,1,1,1
30008,Veracruz de Ignacio de la Llave,Alpatláhuac,0.149,0.069,0.078,0.04,0.047,0.021,0.027,1,1,0,0,0,0,0
30009,Veracruz de Ignacio de la Llave,Alto Lucero de Gutiérrez Barrios,0.253,0.154,0.154,0.116,0.107,0.071,0.073,1,1,1,1,1,1,1
30010,Veracruz de Ignacio de la Llave,Altotonga,0.228,0.117,0.12,0.089,0.092,0.057,0.052,1,1,1,1,1,1,1
30011,Veracruz de Ignacio de la Llave,Alvarado,0.627,0.458,0.468,0.406,0.391,0.379,0.303,1,1,1,1,1,1,1
30012,Veracruz de Ignacio de la Llave,Amatitlán,0.422,0.31,0.328,0.251,0.259,0.229,0.226,1,1,1,1,1,1,1
30013,Veracruz de Ignacio de la Llave,Naranjos Amatlán,0.557,0.46,0.432,0.413,0.371,0.334,0.306,1,1,1,1,1,1,1
30014,Veracruz de Ignacio de la Llave,Amatlán de los Reyes,0.57,0.49,0.521,0.443,0.446,0.42,0.374,1,1,1,1,1,1,1
30015,Veracruz de Ignacio de la Llave,Angel R. Cabada,0.313,0.232,0.249,0.206,0.192,0.156,0.145,1,1,1,1,1,1,1
30016,Veracruz de Ignacio de la Llave,La Antigua,0.624,0.552,0.565,0.521,0.491,0.459,0.422,1,1,1,1,1,1,1
30017,Veracruz de Ignacio de la Llave,Apazapan,0.484,0.352,0.373,0.337,0.315,0.222,0.229,1,1,1,1,1,1,1
30018,Veracruz de Ignacio de la Llave,Aquila,0.068,0.03,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,0
30019,Veracruz de Ignacio de la Llave,Astacinga,0.089,0.035,0.049,0.022,0.027,0.018,0.013,1,0,0,0,0,0,0
30020,Veracruz de Ignacio de la Llave,Atlahuilco,0.078,0.05,0.055,0.039,0.042,0.025,0.017,0,0,0,0,0,0,0
30021,Veracruz de Ignacio de la Llave,Atoyac,0.493,0.432,0.464,0.397,0.393,0.347,0.234,1,1,1,1,1,1,1
30022,Veracruz de Ignacio de la Llave,Atzacan,0.362,0.325,0.344,0.284,0.3,0.262,0.273,1,1,1,1,1,1,1
30023,Veracruz de Ignacio de la Llave,Atzalan,0.134,0.073,0.07,0.061,0.053,0.038,0.038,1,1,1,1,1,0,1
30024,Veracruz de Ignacio de la Llave,Tlaltetela,0.136,0.085,0.082,0.073,0.059,0.04,0.044,1,1,1,1,1,0,1
30025,Veracruz de Ignacio de la Llave,Ayahualulco,0.095,0.042,0.027,0.016,0.014,0.005,0.008,1,0,0,0,0,0,0
30026,Veracruz de Ignacio de la Llave,Banderilla,0.644,0.545,0.5,0.467,0.4,0.348,0.253,1,1,1,1,1,1,1
30027,Veracruz de Ignacio de la Llave,Benito Juárez,0.153,0.131,0.123,0.104,0.091,0.081,0.054,1,1,1,1,0,0,0
30028,Veracruz de Ignacio de la Llave,Boca del Río,0.744,0.696,0.681,0.634,0.63,0.62,0.522,1,1,1,1,1,1,1
30029,Veracruz de Ignacio de la Llave,Calcahualco,0.079,0.028,0.031,0.018,0.018,0.007,0.009,0,0,0,0,0,0,0
30030,Veracruz de Ignacio de la Llave,Camerino Z. Mendoza,0.484,0.436,0.442,0.355,0.358,0.32,0.242,1,1,1,1,1,1,1
30031,Veracruz de Ignacio de la Llave,Carrillo Puerto,0.147,0.08,0.084,0.05,0.061,0.028,0.052,1,1,1,1,1,0,1
30032,Veracruz de Ignacio de la Llave,Catemaco,0.385,0.267,0.257,0.214,0.204,0.182,0.165,1,1,1,1,1,1,1
30033,Veracruz de Ignacio de la Llave,Cazones de Herrera,0.242,0.156,0.159,0.13,0.12,0.101,0.091,1,1,1,1,1,1,1
30034,Veracruz de Ignacio de la Llave,Cerro Azul,0.56,0.476,0.468,0.436,0.416,0.371,0.293,1,1,1,1,1,1,1
30035,Veracruz de Ignacio de la Llave,Citlaltépetl,0.196,0.15,0.117,0.096,0.079,0.057,0.034,1,1,1,1,1,0,0
30036,Veracruz de Ignacio de la Llave,Coacoatzintla,0.366,0.211,0.199,0.149,0.116,0.094,0.103,1,1,1,1,1,1,1
30037,Veracruz de Ignacio de la Llave,Coahuitlán,0.087,0.052,0.055,0.028,0.04,0.025,0.016,0,0,0,0,0,0,0
30038,Veracruz de Ignacio de la Llave,Coatepec,0.614,0.498,0.476,0.44,0.371,0.324,0.238,1,1,1,1,1,1,1
30039,Veracruz de Ignacio de la Llave,Coatzacoalcos,0.702,0.649,0.671,0.601,0.608,0.586,0.494,1,1,1,1,1,1,1
30040,Veracruz de Ignacio de la Llave,Coatzintla,0.563,0.486,0.501,0.44,0.446,0.413,0.358,1,1,1,1,1,1,1
30041,Veracruz de Ignacio de la Llave,Coetzala,0.298,0.208,0.276,0.186,0.202,0.15,0.153,0,0,0,0,0,0,0
30042,Veracruz de Ignacio de la Llave,Colipa,0.135,0.101,0.1,0.071,0.053,0.043,0.036,0,0,0,0,0,0,0
30043,Veracruz de Ignacio de la Llave,Comapa,0.128,0.067,0.071,0.055,0.053,0.018,0.029,1,1,1,1,1,0,1
30044,Veracruz de Ignacio de la Llave,Córdoba,0.647,0.554,0.555,0.47,0.477,0.453,0.354,1,1,1,1,1,1,1
30045,Veracruz de Ignacio de la Llave,Cosamaloapan de Carpio,0.544,0.457,0.476,0.43,0.423,0.406,0.264,1,1,1,1,1,1,1
30046,Veracruz de Ignacio de la Llave,Cosautlán de Carvajal,0.18,0.094,0.106,0.084,0.065,0.039,0.026,1,0,1,0,0,0,0
30047,Veracruz de Ignacio de la Llave,Coscomatepec,0.215,0.116,0.112,0.098,0.091,0.06,0.059,1,1,1,1,1,1,1
30048,Veracruz de Ignacio de la Llave,Cosoleacaque,0.644,0.559,0.585,0.511,0.534,0.472,0.435,1,1,1,1,1,1,1
30049,Veracruz de Ignacio de la Llave,Cotaxtla,0.379,0.262,0.262,0.243,0.222,0.203,0.216,1,1,1,1,1,1,1
30050,Veracruz de Ignacio de la Llave,Coxquihui,0.144,0.106,0.098,0.075,0.064,0.048,0.046,1,1,1,1,1,0,0
30051,Veracruz de Ignacio de la Llave,Coyutla,0.16,0.116,0.113,0.098,0.089,0.069,0.055,1,1,1,1,1,0,0
